index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
34,Bunch clearing,4,3,Vineyards,32,1,Summer,3,Summer,Bunch clearing for balancing the vine stress and the productive capacity,1,2,2,2,1,2,2,2,2,1,Bunch clearing means balancing fruit production with the plant physiological potential according to the year meteorological conditions. It is very important to maximize quality ad longterm vine health,3,Aclareo de racimos,Viñedos,Verano,Verano,Aclareo de racimos para equilibrar condiciones meteorológicas y capacidad productiva ,Aclareo de manojos para equilibrar el estrés de la vid y la capacidad productiva.
35,Late winter pruning,4,3,Vineyards,32,1,Summer,3,Summer,"Pruning as late as possible for delaying the crop cycle, and avoiding ripening under stressing conditions",1,2,2,2,2,2,2,2,2,1,Late pruning promotes a delayed bud breaking and also a delayed crop cycle. The objective is to postpone grape ripening for avoiding critical periods,3,Poda invernal tardía,Viñedos,Verano,Verano,Poda invernal tardía para retrasar fenología y evitar maduración en periodos no favorables ,La poda tardía promueve una ruptura tardía de la yema y también un ciclo de cultivo retrasado. El objetivo es posponer la maduración de la uva para evitar periodos críticos.
36,Whitening of vines,4,3,Vineyards,32,3,Summer,,,"Use of kaolinte or similar materials for whitening vines, reflecting sunlight and decresing temperature",1,2,2,2,2,1,2,2,2,1,"Some experiences (with vines and fruit trees)  show that whitening plants help to decrease fruit/bunches temperature, as sunlight is reflected. It also helps to reduce the impact of pests, more specificlly sucklig insects and suppose benefits for biodiversity.",3,Blanqueado de cepas,Viñedos,Verano,,Uso de caolín u otros blanqueantes para reflejar la luz solar y reducir la temperatura ,"Algunas experiencias (con vides y árboles frutales) muestran que el blanqueamiento de las plantas ayuda a disminuir la temperatura de los frutos / racimos, a medida que se refleja la luz solar. También ayuda a reducir el impacto de las plagas, en particular a los insectos chupadores y supone mejoras para la biodiversidad."
37,Implementation of hedges,4,3,Vineyards,32,3,Summer,7,Spring and Summer,Implementing hedges as barriers for cold and hot winds,2,1,1,1,1,1,2,2,2,1,"If hedgerows are dense and have a complex structure, they can contribute to pest control by hosting natural enemies. It increases CO2 retention. Hedges create a microclimate that reduces: hot/cold winds, soil runoff during rainy periods, frozen effects, etc. It allows a better soil structure & water retention. Technical assessment needed to use native species.",3,Plantación de setos,Viñedos,Verano,,Plantación de setos como barrera frente a vintos fríos o cálidos,"Si los setos son densos y tienen una estructura compleja, pueden contribuir al control de plagas alojando enemigos naturales. Aumenta retención de CO2. Crean microclimas: reduce intensidad de vientos fríos/calientes, la escorrentía durante lluvias intensas, así como efectos de heladas. Mejora  estructura de suelos y retención de agua. Necesarios incentivos y asesoría técnica"
38,Hail protection nets,4,3,Vineyards,32,6,Spring and summer,,,Hails for protecting bunches. They are installed from grape formation to harvest,1,2,2,2,2,2,2,4,2,2,Nets installed above the vine canopy or laterally covering bunches supose a high investment but that can be worth in areas with high hail frequency,3,Mallas anti granizo,Viñedos,Primavera y verano,,Mallas para protección de racimos,"Las redes instaladas sobre el dosel de la vid o cubriendo los racimos lateralmente suponen una gran inversión, que podría merecer la pena en áreas con alta frecuencia de granizo."
39,Move farm to cooler areas,4,3,Vineyards,32,3,Summer,1,Summer,Move the whole business (vineyards and winery) from stressing areas to cooler areas ,3,3,2,2,2,2,2,4,2,3,This a drastic solution that entails a high investment,3,Traslado a zonas más frescas,Viñedos,Verano,Verano,Traslado del negocio (viñedo y bodega) a otras áreas menos estresantes climáticamente,Esta es una solución drástica que implica un alto coste de inversión 
40,Use of the most efficient irrigation system,4,3,Vineyards,34,1,Summer,3,Summer,"Use of the most efficient system (drip irrigation). Delivers right amount , in the right place, at the right time",1,1,2,1,1,2,2,5,2,1,"Water may be a scarce resource in the future, specially in areas where vineyards occur. Uisng wisely water is also beneficial for a good plant health",3,Uso de las técnicas más eficientes de riego,Viñedos,Verano,Verano,"Uso del sistema de riego más eficiente (goteo). Cantidad adecuada, en el lugar adecuado y en el momento adecuado","El agua puede ser un recurso escaso en el futuro, especialmente en áreas donde existen viñedos. Usar agua sabiamente también es beneficioso para una buena salud de las plantas"
41,Promoting water stress from veraison to harvest,4,3,Vineyards,34,1,Summer,3,Summer,Cutting irrigation during grape ripening for concentrating sugar and phenolic compounds,1,1,2,2,1,2,2,5,2,2,"Water stress during fruit ripening can help to improve grape organoleptic quality in some farms focused on quality wines, although effects can change from farm to farm",3,Esrés hídrico entre envero y vendimia,Viñedos,Verano,Verano,Interrupción del riego durante maduración para mejora de la calidad de la uva,"El estrés hídrico durante la maduración de la fruta puede ayudar a mejorar la calidad organoléptica de la uva en algunas explotaciones centradas en vinos de calidad, aunque los efectos pueden cambiar de una explotación a otra."
42,Use of decision-support tools for irrigation,4,3,Vineyards,34,1,Summer,3,Summer,"Use of different technologies for accurately fine-tuning irrigation (tensiometric probes, remote sensing…)",1,1,2,1,1,2,2,5,2,1,"Water may be a scarce resource in the fuure, specially in areas where vineyards occur. Uisng wisely water is also beneficial for a good plant health",3,Uso de herramientas para la ayuda a la toma de decisiones en materia de riego,Viñedos,Verano,Verano,"Uso de diferentes tecnologías para ajustar riego de manera precisa (tensiómetros, teledetección, software…)","El agua puede ser un recurso escaso en el futuro, especialmente en áreas donde existen viñedos. Usar agua sabiamente también es beneficioso para una buena salud de las plantas."
43,Introduce deficit irrigation,4,3,Vineyards,34,1,Summer,3,Summer,Introduce a very reduced amount of water for irrigation (max 1500 m2) for ensuring yields economically feasible,1,3,2,2,3,2,2,5,1,1,"This irrigation technique is for ensuring a minimum uniformity in the yields over the years, so farmers do not abandon farming activity. For this, the volume used (not more than 1.500 m2) should be carefully monitored ad the most efficient irrigation technique used",3,Riego deficitario,Viñedos,Verano,Verano,Uso de un riego muy limitado (max 1500 m2) para asegurar una mínima estabilidad de rendimientos económicamente viables,"Esta técnica de riego es para asegurar una uniformidad mínima en los rendimientos a lo largo de los años, para que los agricultores no abandonen la actividad agrícola. Para esto, el volumen utilizado (no más de 1.500 m3) debe ser monitoreado cuidadosamente y utilizar la técnica de riego más eficiente disponible"
44,Use of native varieties,4,3,Vineyards,31,1,Summer,3,Summer,Use of local varieties that are adapted to local conditions,3,1,2,1,1,1,2,5,2,2,"Native varieties are better adapted to local soil, climate and pests. They usually need less agricultural inputs (water, fertilizers, treatments) and are more stable in the yields.",3,Uso de variedades locales tradicionales,Viñedos,Verano,Verano,Uso de variedades tradicionales adaptadas a las condiciones locales ,"Las variedades nativas están mejor adaptadas al suelo local, el clima y las plagas. Suelen requerir menos inputs agrarios (fertilizantes, agua, tratamientos) y ser más estables en los rendimientos."
45,Introduction of foreing varieties adapted to local climate conditions,4,3,Vineyards,31,1,Summer,3,Summer,Use of varieties from areas with similar or ore stressing conditions,3,1,2,1,1,2,2,2,2,3,Some foreign varieties coming from other geographical areas with similar or more stressing conditions can sometimes adapt to new areas with more favourable conditions,3,Uso de variedades foráneas adapadas a climas áridos,Viñedos,Verano,Verano,Uso de variedades de otras áreas con unas condiciones climáticas similares o más estresantes ,Algunas variedades extranjeras provenientes de otras áreas geográficas con condiciones similares o más estresantes a veces pueden adaptarse a nuevas áreas con condiciones más favorables
46,Explore genetic variability of native varieties,4,3,Vineyards,31,1,Summer,3,Summer,Understand the different peculiarities within a variety and its potential in terms of adaptation,3,2,2,2,2,2,2,2,2,3,"Some native varieties still hold an unknown genetic variability that can entail a better adaptation to different soils, resistance to pests, etc. Research is needed for characterising some of the native varieties",3,Análisis de la  variabilidad genética de las variedades locales tradicionales,Viñedos,Verano,Verano,Comprender las diferentes peculiaridades dentro de una variedad y su potencial en términos de adaptación.,"Algunas variedades nativas aún mantienen una variabilidad genética desconocida que puede conllevar una mejor adaptación a diferentes suelos, resistencia a plagas, etc. Se necesita investigación para caracterizar algunas de las variedades nativas"
47,Explore grafting and rootstock combinations,4,3,Vineyards,31,1,Summer,3,Summer,Understand how varieties and rootstocks' combinations can result in more adaptative plants,3,2,2,2,2,2,2,2,2,3,"Apart from genetic variability within varieties, the combination with different rootstocks multiplies the possibilities of obtaining plants with different adaptation possibilities",3,Análisis de combinaciones de patrones y variedades locales tradicionales,Viñedos,Verano,Verano,Comprender cómo las combinaciones de diferentes variedades y patrones pueden dar como resultado plantas más adaptativas.,"Además de la variabilidad genética dentro de las variedades, la combinación con diferentes porta-injertos multiplica las posibilidades de obtener plantas con diferentes posibilidades de adaptación. "
